id,input,prediction,ground_truth,judge_label
,أين يمر عصب الفك العلوي؟,ANSWER: fissura orbitalis superior,A,Incorrect
,ما هي النقطة التشريحية على الوجه السفلي لجسم العظم الوتدي؟,ANSWER: tubercle,C,Incorrect
,ما اسم العظم الذي يتوضع كيس الدمع عليه؟,ANSWER: bone,A,Incorrect
,من أين ينشأ الشريان السباتي المشترك الأيسر؟,ANSWER: from the aortic arch,A,Correct
,ما طول الأسهر؟,ANSWER: 10 cm,A,Incorrect
,ما هو المكان الذي يعبر من خلاله الشريان السحائي الأوسط؟,ANSWER: fissura sylvii,C,Incorrect
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,ANSWER: غمد,C,Incorrect
,ما هي البنية التشريحية التي ترتكز على الحفرة المدورية؟,ANSWER: عصب,A,Incorrect
,أين يتوضع الدرز الأكليلي؟,ANSWER: between the ventricles,A,Incorrect
,ماذا يفعل الرباط المتصالب الأمامي؟,ANSWER: تثبيت,c,Incorrect
,ما العصب القحفي الذي يعبر الثقبة البيضية؟,ANSWER: V,C,Incorrect
,إلى أي قصبات تتفرع القصبات الفصية؟,ANSWER:,C,Incorrect
,أين توجد نوى الأعصاب القحفية من الثالث حتى الثاني عشر؟,ANSWER: stem,C,Correct
,على ماذا يحتوي البلعوم الفموي من اللوزتين؟,ANSWER: اللوز,C,Incorrect
,على أي من وجوه الكبد يوجد مسكن المرارة؟,ANSWER: surface,C,Incorrect
,ما هو العصب القحفي الثاني؟,ANSWER: العصب,A,Incorrect
,ما وظيفة العضلة تحت الكتفية؟,ANSWER: حركة shoulder,b,Incorrect
,أين تتوضع المشيمة في ارتكاز المشيمة المعيب؟,ANSWER: outside the uterus,C,Incorrect
,ما اسم الطبقة من السحايا التي تغطي الجيوب الوريدية؟,ANSWER: pia mater,A,Incorrect
,ما هي الألياف التي تربط المراكز القشرية بالمحيط؟,ANSWER: الألياف pyramidal,A,Correct
,ما الذي تشكله البصلة عندما تتمادى في الأمام في جسم القضيب؟,ANSWER: غدة,B,Incorrect
,ما هي أكبر غدد الجسم؟,ANSWER: غدد,A,Incorrect
,ما هي الشرايين الخمسة التي يتفرع إليها الشريان الكلوي؟,ANSWER:,A,Incorrect
,بماذا ينتهي الشريان الوجهي؟,ANSWER: artery angular,C,Correct
,ما هي طبقة لب السن الأكثر عمقا والأقرب لجوهر اللب؟,ANSWER: dentin,B,Incorrect
,أين تقع فوهة مصب الجيب الأكليلي؟,ANSWER: near the duodenal papilla,C,Incorrect
,ما هي الزاوية الأمامية السفلية للعظم الجداري؟,ANSWER: زاوي,B,Incorrect
,أي عصب هو المحرك لعضلات اللسان؟,ANSWER: العصب hypoglossal,C,Correct
,ما هو البروز العظمي الذي يحتوي عليه الوجه الداخلي لفرع الفك السفلي؟,ANSWER: process coronoid,C,Incorrect
,ما هي المواد التي تفرزها الغدد استجابة للتنبيه وترحل عبر الدم؟,ANSWER: هورمونات,B,Correct
,ما هي الزاوية بين قبضة وجسم القص؟,ANSWER: 90,A,Incorrect
,من أين يخرج العصب الفكي العلوي من الجمجمة؟,ANSWER: fissura orbitalis superior,C,Incorrect
,ما الذي يحدد المنصف العلوي جانبياً؟,ANSWER: muscle,A,Incorrect
,ما هما الممران اللذان يمر عبرهما الهواء إلى جوف الأنف؟,ANSWER:,B,Incorrect
,أين ترتكز العضلة العريضة الظهرية؟,ANSWER: scapula,A,Incorrect
,ما هو القولون الذي يمتد بشكل أفقي؟,ANSWER: colon transversum,C,Correct
,كم عدد القطع العصعصية في النخاع الشوكي؟,ANSWER: 31,D,Incorrect
,ما الطبقة التي تمثلها العضلة الدافعة في المثانة؟,ANSWER: muscle,B,Incorrect
,ما هي الخلايا التي توجد في الجلد وتعمل كمستقبلات آلية حسية؟,ANSWER: خلايا مرسل,B,Incorrect
,ما اسم الكرة الصغيرة فوق قمة الغضروف؟,ANSWER:,B,Incorrect
,أين لا توجد الغدد الزهمية؟,ANSWER: lips,A,Correct
,ما هو العصب المسؤول عن حركات عضلات الوجه التعبيرية؟,ANSWER: العصب facial,A,Correct
,ما هي الزاوية الخلفية السفلية في العظم الجداري؟,ANSWER: زاوي,A,Incorrect
,ما هو الاسم الآخر لفرع الفك السفلي؟,ANSWER: nerve,C,Incorrect
,ماذا يفعل الرباط المتصالب الأمامي؟,ANSWER: تثبيت,C,Incorrect
,ما هي الثقبة التي يعبر من خلالها العصب الوجهي؟,ANSWER: الثقبة stylomastoid,A,Correct
,ماذا تفرز خلايا بيتا في البنكرياس؟,ANSWER: إنسولين,B,Correct
,ما هو التامور الخارجي الذي لا يرتبط بالقلب؟,ANSWER: تمور,A,Incorrect
,ما هو القسم من الضلع الواقع بين الرأس والحديبة؟,ANSWER: body,C,Incorrect
,مع أي عظم يتمفصل الظنبوب في الأسفل؟,ANSWER: bone,C,Incorrect
,أي من العضلات العميقة التالية للمثلث الخلفي للعنق ترتبط بحدبة الأطلس الخلفية؟,ANSWER: عضلة rectus capitis posterior major,A,Incorrect
,ما هو التركيب الذي يتصل بالخلف مع البلعوم الفموي عبر برزخ الحلق؟,ANSWER: esophagus,C,Incorrect
,ما هي البنية التي تغطي السطوح الأمامي والإنسي والوحشي للخصية؟,ANSWER: tunica vaginalis,C,Correct
,أين يقع موقع الغدة الدرقية؟,ANSWER: in the neck,A,Correct
,أين تتوضع مستقبلات الشم؟,ANSWER: epithelium,C,Incorrect
,ما هي طبيعة هرمونات الغدة النخامية؟,ANSWER: Proteins,B,Correct
,ما هو مفصل المرفق؟,ANSWER: مفصل,A,Incorrect
,ما هو المكان الذي تنشأ منه العضلة المدورة الكبيرة بشكل أساسي؟,ANSWER: surface,A,Incorrect
,أين يتوضع الأبهر النازل البطني؟,ANSWER: behind the peritoneum,A,Correct
,ما الذي يجاور السطح العلوي لمثانة الرجل؟,ANSWER: peritoneum,A,Correct
,ما هي عضلة الشهيق الرئيسية؟,ANSWER: عضلة diaphragm,A,Correct
,ما هو ترتيب دخول التراكيب إلى سرة الكلية من الخلف للأمام؟,ANSWER:,C,Incorrect
,أين تشاهد التلمة الكعبرية للزند؟,ANSWER: surface,C,Incorrect
,أين تتوضع الثقبة العوراء في اللسان؟,ANSWER: behind the foramen cecum,A,Incorrect
,ما هو أطول أجزاء الأنبوب الهضمي؟,ANSWER:,A,Incorrect
,ما هو ترتيب العضلات من الأعلى للأسفل على الناحية الخلفية للألية؟,"ANSWER: semitendinosus, semimembranosus",A,Incorrect
,ما هي الطبقة المبطنة للتامور الليفي؟,ANSWER: layer,B,Incorrect
,ما هو أطول أجزاء أنبوب الهضم؟,ANSWER:,B,Incorrect
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,ANSWER: إنسولين,B,Correct
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,ANSWER: الرباط,C,Incorrect
,ما هو لون لب الكظر؟,ANSWER: yellow,A,Correct
,ما الذي يشكل معظم الكتلة العضلية للسان؟,ANSWER: muscle fibers,A,Incorrect
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,ANSWER: حليم,A,Incorrect
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,ANSWER: العضلات,B,Incorrect
,ما هو أضيق قسم في جذع الدماغ؟,ANSWER: medulla oblongata,C,Incorrect
,أين يقع التلفيف خلف المركزي؟,ANSWER: في lobe,B,Incorrect
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,ANSWER: باحة 4,A,Incorrect
,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,ANSWER: حليم,A,Incorrect
,ما هي المجموعة العضلية التي تنتمي إليها العضلة الحرقفية؟,ANSWER: muscles of the pelvic floor,A,Incorrect
,ما هو القسم المسؤول عن تنظيم الفعالية الحياتية الذاتية؟,ANSWER: hypothalamus,A,Incorrect
,ما هي المادة شبيهة بالهلام التي تشغل أربعة أخماس المقلة؟,ANSWER: humor vitreous,B,Correct
,أين تقع أجسام العصبونات التي تفرز الهرمون المضاد للإدرار ADH؟,ANSWER: nucleus supraopticus,B,Correct
,ما هي العضلات التي لها منشأ عظمي وترتكز على باطن جلد الوجه؟,ANSWER: muscles of facial expression,B,Correct
,ما هو مصدر التروية الرئيسية للمعدة؟,ANSWER: الشريان gastric,B,Incorrect
,ما هي أطول أجزاء أنبوب الهضم؟,ANSWER:,B,Incorrect
,من أين ينشأ الجذع الرئوي؟,ANSWER: from the right ventricle,A,Correct
,ما هو اسم المنعكس الذي يحدث عند رفع الخصية والصفن للأعلى؟,ANSWER: منعكس cremasteric,B,Correct
,ما هو العظم الذي يحتوي على تلم في وجهه السفلي لمرور وتر الشظية الطويلة؟,ANSWER: عظمة,A,Incorrect
,ما هي المنطقة المتوسطة من نواحي البطن؟,ANSWER: region,C,Incorrect
,ما الذي يصل بين الأذينة اليسرى والبطين الأيسر؟,ANSWER: valve,B,Incorrect
,ما الذي يعطي الرباط الحرقفي القطني منشأ له؟,ANSWER: processus costalis,A,Correct
,ماذا يحفز ACTH إفرازه؟,ANSWER: CRH,B,Correct
,ما هو أكثر أقسام الإحليل قابلية للتمدد وأعرضها؟,ANSWER: bulb,A,Correct
,مما يتكون الزنار الحوضي؟,ANSWER: bones,A,Incorrect
,أين تقع الباحة الحركية الأولية؟,ANSWER: cortex,B,Incorrect
,ما هي العضلة المسؤولة عن قبض الفخذ وقبض الساق؟,ANSWER: عضلة quadriceps,A,Incorrect
,أين تتوضع الغدة تحت الطية اللسانية؟,ANSWER: under the tongue,C,Incorrect
,أين يتوضع السرج التركي؟,ANSWER: at the base of the skull,B,Incorrect
,ما هو القسم مع الضلع الواقع بين الرأس والحدبية؟,ANSWER: neck,C,Incorrect
,كم عدد شدف النخاع الشوكي؟,ANSWER: three,A,Incorrect
,ما هي العضلة الموسعة المسؤولة عن فتح الحنجرة؟,ANSWER: عضلة cricothyroid,B,Incorrect
,ما يُدعى القسم العلوي المتسع من الحالب؟,ANSWER: pelvis renal,A,Correct
,أين توجد نقطة التعظم البدئية في لوح الكتف؟,ANSWER: angle,B,Incorrect
,ما هو الشريان الذي يستمر به الشريان تحت الترقوة؟,ANSWER: شريان axillary,A,Correct
,ما هو الشريان الذي يمكن الشعور بنبضه عند الحافة السفلية للفك السفلي أمام العضلة الماضغة؟,ANSWER: شريان facial,B,Correct
,ما هو الشريان الذي يعتبر الشريان المخي الخلفي فرعاً منه؟,ANSWER: شريان subclavian,A,Incorrect
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,ANSWER: skin,B,Correct
,ما الذي يشكله نصفا الكرة المخية مع الدماغ البيني؟,ANSWER: diencephalon,A,Incorrect
,ما هو اسم الحافة اليسرى للمعدة التي تمتد من الفؤاد إلى البواب؟,ANSWER: حافة,C,Incorrect
,ما هو مصدر نشأة الشريان الشوكي الأمامي؟,ANSWER: artery basilar,A,Incorrect
,أين يقع الثرب الصغير؟,ANSWER: near the duodenum,A,Incorrect
,أين تقع صفيحة الأكيمات؟,ANSWER: in the stomach,A,Incorrect
,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,ANSWER: باحة 4,A,Incorrect
,ما هي الألياف التي تربط المراكز القشرية بالمحيط؟,ANSWER: الألياف pyramidal,A,Correct
,ما نوع المفصل الحلقي الطرجهالي؟,ANSWER: مفصل,B,Incorrect
,ما هو رقم العصب الحركي للعضلات الماضغة؟,ANSWER: V,B,Incorrect
,كم عدد فصيصات الخصية؟,ANSWER: 250,A,Incorrect
,أين ترتكز العضلة الأخمعية الخلفية بوتر رقيق؟,ANSWER: على the hyoid,A,Incorrect
,أين يتوضع الثلم المهمازي؟,ANSWER: between the ventricles,A,Incorrect
,ما هي المنطقة التي يقع بينها القسيم العضلي (sarcomere)؟,ANSWER: between Z lines,D,Correct
,ما الذي تنتجه الخلايا المجاورة للجريبات في الدرق؟,ANSWER: هرمones,C,Incorrect
,ما الذي تتحول إليه الوحيدات Monocytes بعد مغادرتها الدوران؟,ANSWER: macrophages,A,Correct
,ما هو الشريان الذي ينتهي به الشريان الوجهي؟,ANSWER: artery palatine,C,Incorrect
,أين يتوضع الثلم المهمازي؟,ANSWER: between the ventricles,A,Incorrect
,ما هو العصب القحفي الذي يحمل التعصيب نظير الودي للقلب؟,ANSWER: العصب vagus,C,Correct
,ما هي العضلة التي يمر العصب تحت اللساني في الناحية تحت الفك عميقاً منها؟,ANSWER: muscle hyoglossus,E,Correct
,تحت أي قسم من أقسام التشريح يندرج التنبيب الرغامي؟,ANSWER: تشريح,C,Incorrect
,ما هي العظام التي يتشكل منها مفصل الركبة؟,"ANSWER: femur, tibia, patella",A,Correct
,ما هي الحركة الخاصة بالساعد؟,ANSWER: حركة,A,Incorrect
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,ANSWER: ductus cysticus,B,Incorrect
,ماذا تشكل الصفيحتان السفليتان للشفرين الصغيرين عند اتحادهما؟,ANSWER: hood,A,Incorrect
,ما هي الانطباعات التي توجد على العظم الجداري؟,ANSWER: انطباعات,B,Incorrect
,ما هو العصب الحركي للعضلات الماضغة؟,ANSWER: العصب facial,B,Incorrect
,أين يقع الشق الحجاجي السفلي؟,ANSWER: between the inferior rectus and lateral rectus,A,Incorrect
,ما هو العضو المتخصص بتشكيل الصوت والتدخل بالدور في الكلام؟,ANSWER: الحنجرة,B,Correct
,ما هي حركة الركبة للخلف بمستوى سهمي؟,ANSWER: انثناء,A,Incorrect
,ما هو العصب القحفي المتواسط بإفراز الغدد الدمعية واللعابية؟,ANSWER: العصب facial,A,Correct
,أين تتوضع الصفيحة الأفقية للعظم الغربالي؟,ANSWER: above the superior meatus,C,Incorrect
,ما هو لون لب الكظر؟,ANSWER: yellow,A,Correct
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,ANSWER: surface,B,Incorrect
,ما هو لون لب الكظر؟,ANSWER: yellow,A,Correct
,ما هي اللفافة التي تحيط بجسم القضيب؟,ANSWER: لفافة بوك,A,Correct
,ما هي العضلة التي تعد من العضلات الوحشية للساق وقد تعد من العضلات الأمامية للساق؟,ANSWER: muscle tibialis,C,Incorrect
,ما هو أول ما يتأثر من الخلايا الكبدية في حالة الإصابة بنقص الأكسجة؟,ANSWER: cells of the liver,B,Incorrect
,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,ANSWER: العضلات,B,Incorrect
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,ANSWER: غمد,C,Incorrect
,من أين يتفرع الشريان الأكليلي الأيمن والأيسر؟,ANSWER: from the aortic arch,A,Incorrect
,متى ينشأ برزخ الأبهر؟,ANSWER: during embryogenesis,C,Incorrect
,ما هو أصغر الفروع الأمامية للأبهر البطني؟,ANSWER: artery epigastric,C,Incorrect
,ما هي الألياف التي تربط التلافيف والفصوص في نصف كرة مخية واحد؟,ANSWER: الألياف,B,Incorrect
,ما هي ميزابة النبض بين أوتار العضلات؟,ANSWER: تنس,A,Incorrect
,ما هو الوريد السطحي الذي يشكل الابطي؟,ANSWER: vein,A,Incorrect
,ماذا تفرز الخلايا ألفا في البنكرياس؟,ANSWER: غلوكون,A,Correct
,ما هو اسم أعمق الانخفاضات في الصيوان؟,ANSWER: sulcus terminalis,A,Incorrect
,ما هي وظيفة هرمون الغدة جار الدرقية PTH؟,ANSWER: تنظيم levels of calcium,A,Correct
,ما الذي يمتد من المنخر حتى المنعر؟,ANSWER: tube,C,Incorrect
,ما الذي يقع بين جسم الفقرة والقوس الفقرية؟,ANSWER: process,C,Incorrect
,أين تتوضع الطية المخملة؟,ANSWER: in the stomach,B,Incorrect
,ما هو الهرمون الذي يفرز PTH؟,ANSWER: الغدة parathyroid,A,Incorrect
,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,ANSWER: إنسولين,B,Correct
,ما هي العضلات التي تعمل على توازن الرأس على الجذع؟,ANSWER: عضلات neck,C,Incorrect
,من أين يخرج العصب الوجهي من الجمجمة؟,ANSWER: opening stylomastoid,A,Correct
,ما الذي يتصل به المدورين بالخلف في الفخذ؟,ANSWER: nerve,B,Incorrect
,أين يدخل الحالبان المثانة؟,ANSWER: wall,A,Incorrect
,ما هي الباحة المسؤولة عن حركات العين؟,ANSWER: باحة the frontal eye,D,Incorrect
,ما هو الشريان الذي ينشأ منه الجذع المشترك للشريان بين العظمين؟,ANSWER: شريان subclavian,A,Incorrect
,ما هو وجه عظم الترقوة الذي عليه ميزابة طولانية؟,ANSWER: surface,B,Incorrect
,من أين يفرز الغلوكاغون؟,ANSWER: cells,B,Incorrect
,ما هي الطبقة المبطنة للتامور الليفي؟,ANSWER: layer,B,Incorrect
,ما هو معنى التوسع في نهاية الأسهر؟,ANSWER: تليف,A,Incorrect
,كم عدد فقرات الجزء الصدري من العمود الفقري؟,ANSWER: 12,B,Correct
,من أين ينتج هرمون الأستروجين؟,ANSWER:,B,Incorrect
,ما هي الفروع الانتهائية للسباني الخارجي؟,ANSWER: branches of the external carotid artery,C,Incorrect
,ما هو مصدر التعصيب الحركي لعضلات الظهر العميقة؟,ANSWER:,B,Incorrect
,ما هو الجيب الوريدي الذي يصب في الوريد الوداجي الباطن؟,ANSWER: جيب,C,Incorrect
,أين يتوضع العظم الكتفي؟,ANSWER: above the shoulder,A,Incorrect
,ما هي المنطقة الأعمق في الغدة الكظرية؟,ANSWER: cortex,A,Incorrect
,ما الذي يقع بين النواة العدسية من جهة والنواة والمهاد من الجهة الأخرى؟,ANSWER: capsule,C,Incorrect
,ما الذي ينفتح على القرين الأنفي العلوي؟,ANSWER: sinus sphenoidal,A,Incorrect
,أين يمكن إجراء الحقن العضلي في القسم العلوي؟,ANSWER: muscle deltoid,B,Correct
,أين تتوضع الاحدوبة الدالية في العضد؟,ANSWER: surface,B,Incorrect
,ما هو أكبر الجيوب جانب الأنف؟,ANSWER: جيب,A,Incorrect
,ما هو العصب المحرك لعضلات اللسان؟,ANSWER: العصب hypoglossal,C,Correct
,ما الذي يتوضع تحت الخط الضرسي اللامي؟,ANSWER: muscle,C,Incorrect
,ما هي الطبقة المحيطة بالقلب والمرتبطة به؟,ANSWER: pericardium,C,Correct
,ما هو الشريان الذي ينشأ منه الشريان الزاوي؟,ANSWER: شريان subclavian,A,Incorrect
,ما هو تشكل الوريد المأبضي؟,ANSWER: الوريد,A,Incorrect
,ما هي المنطقة الأعمق في قشر الكظر؟,ANSWER: cortex,C,Incorrect
,أين يقع التلم الوحشي؟,ANSWER: near the lateral sulcus,A,Correct
,أين يصب الوريد الكلوي؟,ANSWER: into the inferior vena cava,C,Correct
,أين ترتكز العضلة المدورة الصغيرة؟,ANSWER: surface,e,Incorrect
,ما هو الجزء من البلعوم الذي يتبعه الردب الكمثري؟,ANSWER: pharynx,C,Incorrect
,كم عدد الأعصاب القحفية؟,ANSWER: 12,B,Correct
,أين تتوضع نواة العصب العاشر؟,ANSWER: medulla oblongata,B,Correct
,ما هو العنصر الذي يجاور الرغامي من الخلف؟,ANSWER:,C,Incorrect
,ما هو العصب القحفي الذي يجتاز النفق الصدري؟,ANSWER: العصب intercostobrachial,B,Incorrect
,ما هو العظم الأضخم في هيكل القدم؟,ANSWER:,B,Incorrect
,أين يوجد النفير البلعومي السمعي؟,ANSWER: behind the tympanic membrane,C,Incorrect
,ما الذي يحد فتحة وينسلو من الأسفل؟,ANSWER: muscle,B,Incorrect
,ما يُسمى الوجه الأمامي للوح الكتف؟,ANSWER: surface,C,Incorrect
,ما هو الشريان الذي يروي القولون الصاعد؟,ANSWER: شريان,C,Incorrect
,ما هي الطية الجلدية التي تغطي رأس القضيب؟,ANSWER: غمد,C,Incorrect
,ما يُدعى القسم العلوي المتسع من الحالب؟,ANSWER: pelvis renal,C,Correct
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,ANSWER: space glottis,C,Correct
,ما هي الطبقة من الكظر التي تتألف من حبال مقوسة من خلايا عمودية متقاربة؟,ANSWER: قشرة,A,Incorrect
,ما هي الخلايا التي تتوضع في اللحمة بين النبيبات؟,ANSWER: cells of Leydig,B,Correct
,ما هو السطح الخلفي للفخذ تحت المدور الكبير؟,ANSWER: surface,B,Incorrect
,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,ANSWER: ductus cysticus,B,Incorrect
,ما هو الشريان الذي يروي معظم الوجه الوحشي للمخ؟,ANSWER: شريان cerebral,B,Incorrect
,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,ANSWER: space glottis,C,Correct
,ما هو العصب القحفي الذي يعبر الثقبة البيضية؟,ANSWER: V,C,Correct
,ما هو الهرمون الذي يسبب دفقه الشديد حدوث عملية الإباضة؟,ANSWER: هرمون,A,Incorrect
,ما هو الهرمون الذي يستهدف الدرق ويحفز إفراز الهرمون الدرقي؟,ANSWER: هرمون,C,Incorrect
,ما هي أكبر عقدة مفردة من النسيج اللمفاوي؟,ANSWER:,B,Incorrect
,ما هي العضلة الرئيسية المسؤولة عن قبض المرفق؟,ANSWER: العضلة biceps,A,Correct
,ما هي التراكيب التي توجد على حافتي اللسان وتحوي براعم ذوقية كثيرة؟,ANSWER:,C,Incorrect
,ما هي الشعيرات الدموية التي تغلفها محفظة بومان؟,ANSWER: loop of Henle,B,Incorrect
,ما هي الحافة من الفرع التي تشكل زاوية الفك السفلي؟,ANSWER: branch,B,Incorrect
,ما الذي تغلفه العضلة البصلية الإسفنجية؟,ANSWER: the root,C,Incorrect
,من أين يخرج العصب الشوكي؟,ANSWER: from the spinal cord,A,Correct
,ما هي الألياف التي تعصب العضلة مصرة الحدقة؟,ANSWER: الألياف parasympathetic,B,Correct
,ما هو البطين الذي يحويه الدماغ البيني داخله؟,ANSWER: third,C,Correct
,ما الذي يشغل الجزء العلوي من قبة القحف؟,ANSWER: الفص frontal,A,Incorrect
,ما هو العصب الذي يعصب الغدة النكفية؟,ANSWER: العصب glossopharyngeal,C,Correct
,من أين يخرج العصب تحت اللساني؟,ANSWER: canal mandibulaire,A,Incorrect
,ما هي الخلايا البالعة الكبدية؟,ANSWER: كريات Kupffer,C,Correct
,أين يصب الوريد الصافن الكبير (الأنسي)؟,ANSWER: into the femoral vein,A,Correct
,ما هو الشريان الذي يستمر به الريان تحت الترقوة؟,ANSWER: الشريان subclavian,A,Incorrect
,ما تُدعى الردب بين عنق الرحم والمهبل؟,ANSWER: fornice,C,Correct
,في أي مستوى من الفقرات الصدرية يتم التمفصل بين قبضة وجسم القص؟,ANSWER: T2,C,Correct
,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,ANSWER: الرباط,C,Incorrect
,ما هي العضلة التي تنشأ من الشوكة الحرقفية الأمامية العلوية وترتكز انسي الظنبوب؟,ANSWER: muscle rectus femoris,C,Incorrect
,ما هي الطبقة البطانية الرحمية التي تتعرض إلى تغيرات ملحوظة أثناء الدورة الشهرية؟,ANSWER: layer of the endometrium,A,Incorrect
,ما هو موقع مستقبلات الضغط المسؤولة عن المنعكس القلبي التثبيطي؟,ANSWER: sinus carotis,B,Correct
,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,ANSWER: skin,B,Correct
,ما هي البنية الأكثر علواً في جذر الرئة اليسرى؟,ANSWER: bronchus,A,Incorrect
,ما هو المكان الذي يعبر من خلاله الشريان السحاني الأوسط؟,ANSWER: fissura lateralis,C,Incorrect
,ما هو الجوف الهوائي الذي يحوي عظيمات السمع؟,ANSWER: جوف,C,Incorrect
,ما هي وظيفة النهايات العصبية الحرة الواردة ضمن ألياف العضلة القلبية؟,ANSWER: perception of pain,C,Correct
,ما هي الخلايا التي تخزن فيتامين A في الكبد؟,ANSWER: cells of Ito,B,Correct
,من أين يحمل الشريان الرئوي الدم غير المؤكسج؟,ANSWER: from the right ventricle,C,Correct
,ما هو العصب القحفي الثاني؟,ANSWER: العصب,A,Incorrect
,ما هو العظم الذي تنتمي إليه الثلمة الاسكية الصغيرة؟,ANSWER: bone temporal,B,Incorrect
,ما هو الغضروف المرتبط مع الحلقة الرغامية الأولى؟,ANSWER: غضروف,A,Incorrect
,ما هو المفصل الذي يتألف من سطحين كل منهما محدب في اتجاه ومقعر في اتجاه آخر؟,ANSWER: مفصل,A,Incorrect
,ما هو أكبر أعصاب الجسم؟,ANSWER: العصب sciatic,D,Correct
,كم عدد العضلات بين العظمية الأخمصية؟,ANSWER: 10,A,Incorrect
,أين ينتهي الأبهر النازل؟,ANSWER:,C,Incorrect
,ما هي المراكز المسؤولة عن تنسيق الفعالية الحركية وضمان الثباتية؟,ANSWER: centers of the cerebellum,A,Correct
,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,ANSWER: surface,B,Incorrect
,أين ينفتح الجيب الفكي؟,ANSWER: into the middle meatus,C,Correct
,ما هو أكبر أقسام المعثكلة؟,ANSWER:,A,Incorrect
,ما هي الحدود التشريحية للحجرة الخلفية للعين؟,ANSWER:,A,Incorrect
,أين ترتكز العضلة الشظوية القصيرة؟,ANSWER: surface,A,Incorrect
,ما هي المنطقة في الحنجرة التي تشمل الطيتين الصوتيتين والمسافة بينهما؟,ANSWER: glottis,A,Correct
